version_uri,book,author_id,genre,genre_source,author_genre,admission_path,note
0360Tabarani.FadailRamy.Shamela0008239-ara1,0360Tabarani.FadailRamy,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.FadlCasharDhiHijja.Shamela0012745-ara1,0360Tabarani.FadlCasharDhiHijja,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.HadithDabb.Shamela0028925-ara1,0360Tabarani.HadithDabb,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.JuzHadithAhlBasra.ShamAY0033643-ara1,0360Tabarani.JuzHadithAhlBasra,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.ManIsmuhCata.Shamela0012864-ara1,0360Tabarani.ManIsmuhCata,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.MucjamSaghir.JK000476-ara1,0360Tabarani.MucjamSaghir,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.MusnadShamiyyin.Shia002069Vols-ara1,0360Tabarani.MusnadShamiyyin,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.TuruqHadithManKadhdhabaCalayya.JK000638-ara1,0360Tabarani.TuruqHadithManKadhdhabaCalayya,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0360Tabarani.ZiyadatFiJudWaSakha.Shamela0026743-ara1,0360Tabarani.ZiyadatFiJudWaSakha,0360Tabarani,hadith_collection,tag:_HADITH,tafsir,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0362AbuFarajIsbahani.MaqatilTalibiyyin.Shamela0012404-ara1,0362AbuFarajIsbahani.MaqatilTalibiyyin,0362AbuFarajIsbahani,hadith_collection,tag:_HADITH,history,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0381IbnBabawayhSaduq.CuyunAkhbarRida.Shia001142Vols-ara1,0381IbnBabawayhSaduq.CuyunAkhbarRida,0381IbnBabawayhSaduq,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0381IbnBabawayhSaduq.FadailAshhurThalatha.Shia001144-ara1,0381IbnBabawayhSaduq.FadailAshhurThalatha,0381IbnBabawayhSaduq,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0381IbnBabawayhSaduq.FadailShica.Shia001145-ara1,0381IbnBabawayhSaduq.FadailShica,0381IbnBabawayhSaduq,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0381IbnBabawayhSaduq.MacaniAkhbar.Shia001148-ara1,0381IbnBabawayhSaduq.MacaniAkhbar,0381IbnBabawayhSaduq,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0381IbnBabawayhSaduq.SifatShica.Shia001139-ara1,0381IbnBabawayhSaduq.SifatShica,0381IbnBabawayhSaduq,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0381IbnBabawayhSaduq.Tawhid.Shia001136-ara1,0381IbnBabawayhSaduq.Tawhid,0381IbnBabawayhSaduq,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0388AbuSulaymanKhattabi.AclamHadith.Sham19Y0016946-ara1,0388AbuSulaymanKhattabi.AclamHadith,0388AbuSulaymanKhattabi,hadith_collection,title,hadith_collection,standard,fallback tytulowy → hadith_collection (09_DECISIONS.md §4 krok 2)
0388AbuSulaymanKhattabi.Cuzla.JK001213-ara1,0388AbuSulaymanKhattabi.Cuzla,0388AbuSulaymanKhattabi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0388AbuSulaymanKhattabi.GharibHadith.JK000239-ara1,0388AbuSulaymanKhattabi.GharibHadith,0388AbuSulaymanKhattabi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin.Shamela0006923-ara1,0388AbuSulaymanKhattabi.IslahGhalatMuhaddithin,0388AbuSulaymanKhattabi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0388AbuSulaymanKhattabi.MacalimSunan.Shamela0001442-ara1,0388AbuSulaymanKhattabi.MacalimSunan,0388AbuSulaymanKhattabi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.AhadithMusnada.Shamela0009853-ara1,0430AbuNucaymIsbahani.AhadithMusnada,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.Amali.Shia002096-ara1,0430AbuNucaymIsbahani.Amali,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.ArbacunaCalaMadhhabMutahaqqiqin.Shamela0008246-ara1,0430AbuNucaymIsbahani.ArbacunaCalaMadhhabMutahaqqiqin,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.ArbacunaMinTibb.Shamela0029766-ara1,0430AbuNucaymIsbahani.ArbacunaMinTibb,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.DhikrManIsmuhuShucba.JK001241-ara1,0430AbuNucaymIsbahani.DhikrManIsmuhuShucba,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.Ducafa.JK000502-ara1,0430AbuNucaymIsbahani.Ducafa,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.FadailKhulafaRashidin.Shamela0008237-ara1,0430AbuNucaymIsbahani.FadailKhulafaRashidin,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.FadilatCadilin.JK000860-ara1,0430AbuNucaymIsbahani.FadilatCadilin,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.HilyatAwliya.JK000022-ara1,0430AbuNucaymIsbahani.HilyatAwliya,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.JuzAhadithCanAbiCaliSawwaf.Shamela0009416-ara1,0430AbuNucaymIsbahani.JuzAhadithCanAbiCaliSawwaf,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MacrifatSahaba.JK009408-ara1,0430AbuNucaymIsbahani.MacrifatSahaba,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MajlisMinAmali.JK000505-ara1,0430AbuNucaymIsbahani.MajlisMinAmali,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MasanidAbiYahyaKufi.JK000611-ara1,0430AbuNucaymIsbahani.MasanidAbiYahyaKufi,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MuntakhabMinHadithYunusIbnCubayd.Shamela0030552-ara1,0430AbuNucaymIsbahani.MuntakhabMinHadithYunusIbnCubayd,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MuntakhabMinShucara.Shamela0027105-ara1,0430AbuNucaymIsbahani.MuntakhabMinShucara,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MusnadAbiHanifa.JK000736-ara1,0430AbuNucaymIsbahani.MusnadAbiHanifa,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MusnadMustakhrajCalaSahihMuslim.JK000977-ara1,0430AbuNucaymIsbahani.MusnadMustakhrajCalaSahihMuslim,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.MustakhrajCalaSahihBukhari.ShamAY0038083-ara1,0430AbuNucaymIsbahani.MustakhrajCalaSahihBukhari,0430AbuNucaymIsbahani,hadith_collection,title,hadith_collection,standard,fallback tytulowy → hadith_collection (09_DECISIONS.md §4 krok 2)
0430AbuNucaymIsbahani.RiyadatAbdan.JK000596-ara1,0430AbuNucaymIsbahani.RiyadatAbdan,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.SifatJanna.Shamela0021602-ara1,0430AbuNucaymIsbahani.SifatJanna,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.SifatNifaq.Shamela0021485-ara1,0430AbuNucaymIsbahani.SifatNifaq,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.TarikhIsbahan.Shia003488Vols-ara1,0430AbuNucaymIsbahani.TarikhIsbahan,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.TasmiyatRuwatCanFadlIbnDakin.Shamela0009312-ara1,0430AbuNucaymIsbahani.TasmiyatRuwatCanFadlIbnDakin,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.TasmiyatRuwatCanSacidIbnMansur.JK000717-ara1,0430AbuNucaymIsbahani.TasmiyatRuwatCanSacidIbnMansur,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.TibbNabawi.Shamela0026429-ara1,0430AbuNucaymIsbahani.TibbNabawi,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0430AbuNucaymIsbahani.TuruqHadithInnaLillah99Isman.JK000848-ara1,0430AbuNucaymIsbahani.TuruqHadithInnaLillah99Isman,0430AbuNucaymIsbahani,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0456IbnHazm.HajjatWidac.JK001284-ara1,0456IbnHazm.HajjatWidac,0456IbnHazm,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0456IbnHazm.MuhallaBiAthar.Shamela0000767-ara1,0456IbnHazm.MuhallaBiAthar,0456IbnHazm,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.ArbacunaSughra.JK000733-ara1,0458Bayhaqi.ArbacunaSughra,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.BayanKhata.JK000711-ara1,0458Bayhaqi.BayanKhata,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.DacawatKabir.Shamela0008970-ara1,0458Bayhaqi.DacawatKabir,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.DalailNubuwwa.JK006838-ara1,0458Bayhaqi.DalailNubuwwa,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.FadailAwqat.JK000024-ara1,0458Bayhaqi.FadailAwqat,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.HadithJuwaybari.Shamela0007531-ara1,0458Bayhaqi.HadithJuwaybari,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.HayatAnbiya.JK000949-ara1,0458Bayhaqi.HayatAnbiya,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.IthbatCadhabQabr.JK000314-ara1,0458Bayhaqi.IthbatCadhabQabr,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.MadkhalIlaCilmSunan.Sham19Y0039268-ara1,0458Bayhaqi.MadkhalIlaCilmSunan,0458Bayhaqi,hadith_collection,title,other,standard,fallback tytulowy → hadith_collection (09_DECISIONS.md §4 krok 2)
0458Bayhaqi.MadkhalIlaSunanKubra.JK000728-ara1,0458Bayhaqi.MadkhalIlaSunanKubra,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.QiraaKhalfaImam.JK000631-ara1,0458Bayhaqi.QiraaKhalfaImam,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.RisalaIlaJuwayni.Shamela0027089-ara1,0458Bayhaqi.RisalaIlaJuwayni,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0458Bayhaqi.ZuhdKabir.JK001288-ara1,0458Bayhaqi.ZuhdKabir,0458Bayhaqi,hadith_collection,tag:_HADITH,other,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0460ShaykhTusi.Istibsar.Shia001157Vols-ara1,0460ShaykhTusi.Istibsar,0460ShaykhTusi,hadith_collection,tag:_HADITH,fiqh,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0460ShaykhTusi.TahdhibAhkam.Zaydiyya0000302-ara1,0460ShaykhTusi.TahdhibAhkam,0460ShaykhTusi,hadith_collection,tag:_HADITH,fiqh,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.Durar.Shamela0010695-ara1,0463IbnCabdBarr.Durar,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.InbahCalaQabail.JK000948-ara1,0463IbnCabdBarr.InbahCalaQabail,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.IntiqaFiFadail.Shamela0006733-ara1,0463IbnCabdBarr.IntiqaFiFadail,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.IsticabFiMacrifatAshab.JK000778-ara1,0463IbnCabdBarr.IsticabFiMacrifatAshab,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.IstidhkarJamic.JK001503-ara1,0463IbnCabdBarr.IstidhkarJamic,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.JamicBayan.JK000005-ara1,0463IbnCabdBarr.JamicBayan,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.KafiFiFiqh.JK000881-ara1,0463IbnCabdBarr.KafiFiFiqh,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463IbnCabdBarr.TamhidMuwatta.JK000585-ara1,0463IbnCabdBarr.TamhidMuwatta,0463IbnCabdBarr,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.ArbacMajalis.Shamela0030025-ara1,0463KhatibBaghdadi.ArbacMajalis,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.Bukhala.Shamela0021475-ara1,0463KhatibBaghdadi.Bukhala,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.CawaliMalik.Shamela0026750-ara1,0463KhatibBaghdadi.CawaliMalik,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.DhikrJahrBiBasmala.Shamela0029892-ara1,0463KhatibBaghdadi.DhikrJahrBiBasmala,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.DhikrSalatTasbih.Shamela0026373-ara1,0463KhatibBaghdadi.DhikrSalatTasbih,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.FaslLiWaslMudrajFiNaql.JK000720-ara1,0463KhatibBaghdadi.FaslLiWaslMudrajFiNaql,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.GhunyatMultamis.Shamela0005777-ara1,0463KhatibBaghdadi.GhunyatMultamis,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.HadithSittaMinTabicin.JK000636-ara1,0463KhatibBaghdadi.HadithSittaMinTabicin,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.IqtidaCilmCamal.JK000607-ara1,0463KhatibBaghdadi.IqtidaCilmCamal,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.JamicLiAkhlaqRawiWaAdabSamic.JK000761-ara1,0463KhatibBaghdadi.JamicLiAkhlaqRawiWaAdabSamic,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.KifayaFiCilmRiwaya.JK000135-ara1,0463KhatibBaghdadi.KifayaFiCilmRiwaya,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.MuwaddihAwham.JK000776-ara1,0463KhatibBaghdadi.MuwaddihAwham,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.NasihatAhlHadith.JK000632-ara1,0463KhatibBaghdadi.NasihatAhlHadith,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.RihlaFiTalabCilm.JK000727-ara1,0463KhatibBaghdadi.RihlaFiTalabCilm,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.SabiqWaLahiq.Shamela0007640-ara1,0463KhatibBaghdadi.SabiqWaLahiq,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
0463KhatibBaghdadi.SharafAshabHadith.JK000837-ara1,0463KhatibBaghdadi.SharafAshabHadith,0463KhatibBaghdadi,hadith_collection,tag:_HADITH,hadith_collection,standard,"tag OpenITI _HADITH → hadith_collection (data/reference/openiti_tag_genre_map.csv, 09_DECISIONS.md §4 krok 1)"
